Mode,Epoch,Total Loss,Cross Entropy Loss,KL Div,KL Div * Beta,Reg Loss,Reg Loss * Gamma,Delta
train,0,8.012704768034387,4.954168372502579,0.46304392574999387,0.0005209707208613181,2.9008471965789795,0.0,0.1
test,0,6.0921599424316355,3.527037710707669,0.46951017758831826,0.0005282459008046169,2.888505697250366,0.0,0.1
train,1,6.30736140172923,3.4720903973127175,0.4521552362248701,0.0005092214603398479,2.9002461433410645,0.0,0.1
train,2,6.257057643992983,3.4251612200006845,0.4504876071180872,0.000507843114884663,2.8865725994110107,0.0,0.1
train,3,6.263075652506184,3.4284434438762528,0.44691893372853525,0.0005043158776548303,2.892831325531006,0.0,0.1
train,4,6.24165865428337,3.4034372557085777,0.4499313523282206,0.0005082143123838699,2.8967554569244385,0.0,0.1
train,5,6.238658189786947,3.40805837342162,0.449871067730633,0.0005086452887656117,2.8854634761810303,0.0,0.1
train,6,6.2501708286991615,3.4057731656264036,0.4508492590114746,0.0005102514328804107,2.9060661792755127,0.0,0.1
train,7,6.239475861331482,3.3978666435883014,0.4509446733530316,0.0005108596797608441,2.9024641513824463,0.0,0.1
train,8,6.229075474717387,3.3921124564717102,0.45082715180301874,0.000511226674383113,2.8946385383605957,0.0,0.1
train,9,6.243079746048631,3.402105298541117,0.4512532077986157,0.0005122104145748509,2.8959274291992188,0.0,0.1
train,10,6.217588773642058,3.37542995016126,0.4531101096358517,0.0005148208179913058,2.91129994392395,0.0,0.1
train,11,6.198394602985972,3.3625003673967515,0.44870942483298254,0.0005103185693819578,2.8988966941833496,0.0,0.1
train,12,6.215011953377123,3.3740869779456664,0.45081690616319564,0.000513215533564973,2.900343894958496,0.0,0.1
train,13,6.214942271775443,3.371663386325471,0.45042028560463854,0.0005132636951969367,2.9011151790618896,0.0,0.1
train,14,6.210178393236985,3.370873709505201,0.4513717797880351,0.0005148486784042897,2.899445056915283,0.0,0.1
train,15,6.165741577723566,3.3319263088756035,0.44831067597794433,0.0005118544273269789,2.899868965148926,0.0,0.1
train,16,6.196292311654313,3.357416028182292,0.44856529957695634,0.0005126427629084646,2.889777660369873,0.0,0.1
train,17,6.152732705633513,3.3179096909721735,0.447965979341829,0.000512454786556371,2.8991055488586426,0.0,0.1
train,18,6.187093644428912,3.345430997790355,0.4490300753174308,0.0005141702060243694,2.903892755508423,0.0,0.1
