Mode,Epoch,Total Loss,Cross Entropy Loss,KL Div,KL Div * Beta,Reg Loss,Reg Loss * Gamma,Delta
train,0,65.70050702756288,62.40335836735044,0.0937048417938266,9.370484179382661e-07,1.1159604787826538,0.0,1.0
test,0,61.966501689162186,59.66316471270807,0.11140216027052764,1.1140216027052765e-06,1.040044903755188,0.0,1.0
train,1,60.7027333102905,58.105352977497255,0.10758614758192468,2.420553837908828e-06,1.394238829612732,0.0,1.0
train,2,59.197389989993184,56.677180971717206,0.16444471054272558,5.7551537572190404e-06,1.6021820306777954,0.0,1.0
train,3,58.72572591162583,56.243115377304015,0.18541023960664862,8.806291092917286e-06,1.6489040851593018,0.0,1.0
train,4,51.94597796856419,49.17931905579663,0.25065689456798723,1.5038160389606396e-05,1.3556185960769653,0.0,1.0
train,5,47.34283983249434,44.7056064263744,0.3560594997692143,2.581208836139448e-05,1.3436603546142578,0.0,1.0
train,6,45.84018633298459,43.21819820466863,0.38159479712811833,3.24326957949116e-05,1.381659746170044,0.0,1.0
train,7,44.66467057083973,42.05033897402694,0.4014594751184256,3.9138786053639216e-05,1.3679951429367065,0.0,1.0
train,8,44.31129237822984,41.70997826764316,0.4236897965119603,4.660164071835052e-05,1.3838520050048828,0.0,1.0
train,9,43.96108762431921,41.378677206252284,0.44113965249087755,5.4034644609041985e-05,1.3803147077560425,0.0,1.0
train,10,43.863863864400386,41.283561519506954,0.4552350475201012,6.145104097711967e-05,1.45890212059021,0.0,1.0
train,11,43.67395592643104,41.0990454307023,0.46948732528937764,6.924292502946049e-05,1.4752686023712158,0.0,1.0
train,12,43.67267819127886,41.10103745919377,0.479128891672357,7.665343573420204e-05,1.4580326080322266,0.0,1.0
train,13,43.37484569389044,40.81609703200753,0.484133811473323,8.350521530471178e-05,1.4041815996170044,0.0,1.0
train,14,43.25239079207062,40.69371772484163,0.4852263893437307,8.975839056677666e-05,1.4448935985565186,0.0,1.0
train,15,43.29616611953886,40.737318980401575,0.48560264579027596,9.589741749397095e-05,1.475048542022705,0.0,1.0
train,16,43.39475979963764,40.8304374128133,0.48276937954424937,0.00010137191431670151,1.3890236616134644,0.0,1.0
train,17,43.239399750504006,40.69072501457876,0.4769177281546846,0.00010610406001269405,1.4689431190490723,0.0,1.0
train,18,43.00548798567726,40.46788720006346,0.4721155107304852,0.0001109365224226726,1.3995351791381836,0.0,1.0
train,19,42.94614724453404,40.40889293616218,0.4641903571231087,0.00011487608886698775,1.5331674814224243,0.0,1.0
train,20,42.830366889068685,40.295144129619466,0.4593262000699816,0.00011941332886319352,1.4882718324661255,0.0,1.0
test,20,42.28851037786891,39.92246590337479,0.47660143824148726,0.00012390445890683068,1.462658405303955,0.0,1.0
train,21,42.76031715513104,40.2249181463393,0.45558010035716173,0.00012413361836969222,1.4047101736068726,0.0,1.0
train,22,42.7706716588422,40.235804647479874,0.4547396044656116,0.00012958828193357653,1.402464509010315,0.0,1.0
train,23,42.66502315466804,40.1343317014413,0.44797388991723336,0.00013325935300104183,1.511370062828064,0.0,1.0
