Mode,Epoch,Total Loss,Cross Entropy Loss,KL Div,KL Div * Beta,Reg Loss,Reg Loss * Gamma,Delta
train,900,8.0128910420645,4.954174541477887,0.46302705617293444,0.0005213163747069047,2.8971688747406006,0.0,1.0
test,900,6.09232803657835,3.527041438882495,0.46947544182709516,0.0005285765315101035,2.8555405139923096,0.0,1.0
train,901,6.307578056570427,3.4721062721425087,0.45211786165933043,0.0005095989397813108,2.903369903564453,0.0,1.0
train,902,6.257326584086144,3.4251803712418054,0.45044400788510197,0.0005082752753364485,2.8236794471740723,0.0,1.0
train,903,6.266599386972302,3.431006344667724,0.446930013036827,0.0005048687350031338,2.883327007293701,0.0,1.0
train,904,6.265613466613357,3.4219956857202645,0.45114795822545395,0.0005101973610337089,2.890855073928833,0.0,1.0
train,905,6.244573105699564,3.412303046552568,0.45019382766191557,0.0005096810331934496,2.833390951156616,0.0,1.0
train,906,6.223703193975141,3.384894131610071,0.4476043985630181,0.0005073088945730437,2.9108331203460693,0.0,1.0
train,907,6.258674379080254,3.412671574283017,0.45089448788210357,0.0005116013999616534,2.905690908432007,0.0,1.0
train,908,6.236923405734404,3.398867779173276,0.4510436399962032,0.0005123343815825473,2.937171459197998,0.0,1.0
train,909,6.244925565578767,3.4042076167817186,0.45024191396763485,0.0005119864579222181,2.9088027477264404,0.0,1.0
train,910,6.216670405544084,3.3738306501672257,0.4539739212600765,0.0005167976698210538,2.937570095062256,0.0,1.0
train,911,6.208364921066239,3.3700868087238196,0.44947142009016466,0.0005122338674898024,2.9326703548431396,0.0,1.0
train,912,6.214491043335009,3.3722793516555005,0.4505170862520355,0.0005139886364657399,2.9310436248779297,0.0,1.0
train,913,6.21224115959042,3.369448765316606,0.449415132474495,0.0005132931455669983,2.8920247554779053,0.0,1.0
train,914,6.203358123327762,3.363710761478571,0.4501965188773934,0.0005147482843840177,2.881091356277466,0.0,1.0
train,915,6.182651713760747,3.346271397296486,0.44735296226791493,0.0005120561375611362,2.8604695796966553,0.0,1.0
train,916,6.186672739956098,3.3472831572278237,0.44877012926361187,0.0005142391839562984,2.916285514831543,0.0,1.0
train,917,6.139589122882744,3.308451740188423,0.44659383815465714,0.0005123035900042319,2.879309892654419,0.0,1.0
train,918,6.190273849625036,3.3470638981365637,0.4481718628950996,0.0005146739568137546,2.9364593029022217,0.0,1.0
train,919,6.160483416303967,3.320026677665173,0.4480623310249119,0.000515108193935616,2.8989627361297607,0.0,1.0
train,920,6.170354409758423,3.328434003973149,0.44857426172719467,0.0005162573892079025,2.922877073287964,0.0,1.0
test,920,6.038630376739125,3.4670234164467773,0.46057525367488383,0.0005300691508256187,2.908567428588867,0.0,1.0
train,921,6.164640220976457,3.3233573348513215,0.4470886739409213,0.0005151064534648391,2.939997673034668,0.0,1.0
train,922,6.142241798329978,3.302927840920058,0.4500780437066143,0.0005191131519210425,2.899620771408081,0.0,1.0
train,923,6.157093948969589,3.3155869758070886,0.448501903074047,0.0005178558266676885,2.9359002113342285,0.0,1.0
train,924,6.1509213266839105,3.3077995835365894,0.44883969131462015,0.000518806842175354,2.941932439804077,0.0,1.0
train,925,6.131747673627361,3.2901040834997404,0.4495081503405055,0.0005201413326016668,2.930804491043091,0.0,1.0
train,926,6.134961226097731,3.290238121624337,0.4488024486966079,0.0005198856879315836,2.91788649559021,0.0,1.0
train,927,6.133797598712482,3.292857763279802,0.4482803271898382,0.0005198411649755017,2.928226947784424,0.0,1.0
