ecoli,saureus
9.400605010986328125e+01,1.039689331054687500e+02
1.064803085327148438e+02,1.136286315917968750e+02
1.092855453491210938e+02,1.323133697509765625e+02
1.058582458496093750e+02,1.099483947753906250e+02
1.281212310791015625e+02,1.298632812500000000e+02
5.349705123901367188e+01,1.015641937255859375e+02
7.184411621093750000e+01,1.116740112304687500e+02
5.420351028442382812e+01,1.144908523559570312e+02
6.094073104858398438e+01,1.072437744140625000e+02
8.265814208984375000e+01,1.274219207763671875e+02
6.071124267578125000e+01,1.151948623657226562e+02
5.403310012817382812e+01,1.013414764404296875e+02
6.171327209472656250e+01,1.070774154663085938e+02
1.207811965942382812e+02,1.284084777832031250e+02
1.081353759765625000e+02,1.230267944335937500e+02
5.757204818725585938e+01,1.044010009765625000e+02
6.137794876098632812e+01,1.079773254394531250e+02
6.699065399169921875e+01,1.112529067993164062e+02
5.708553695678710938e+01,1.063858184814453125e+02
6.551701354980468750e+01,9.750514984130859375e+01
8.236355590820312500e+01,1.117801971435546875e+02
1.060271530151367188e+02,1.182416229248046875e+02
1.161159896850585938e+02,1.231524505615234375e+02
1.183784255981445312e+02,1.226695709228515625e+02
1.097668762207031250e+02,1.344621124267578125e+02
1.220506362915039062e+02,1.340871887207031250e+02
3.948603439331054688e+01,4.961750411987304688e+01
4.527303695678710938e+01,5.144561004638671875e+01
3.464962768554687500e+01,4.561197662353515625e+01
1.341553344726562500e+02,1.397137603759765625e+02
1.110019531250000000e+02,1.342224426269531250e+02
1.123641357421875000e+02,1.350615539550781250e+02
1.239359741210937500e+02,1.379175872802734375e+02
1.209579238891601562e+02,1.348547668457031250e+02
1.082706909179687500e+02,1.337229156494140625e+02
1.192849044799804688e+02,1.351099090576171875e+02
1.235888900756835938e+02,1.380234375000000000e+02
1.204179763793945312e+02,1.366275939941406250e+02
1.228145370483398438e+02,1.354832458496093750e+02
1.040392684936523438e+02,1.251623611450195312e+02
1.286652679443359375e+02,1.387300720214843750e+02
1.119045333862304688e+02,1.353590698242187500e+02
1.099048385620117188e+02,1.340504150390625000e+02
1.233395309448242188e+02,1.376811676025390625e+02
1.291661987304687500e+02,1.386893005371093750e+02
1.170598144531250000e+02,1.316338348388671875e+02
8.439630889892578125e+01,1.173092498779296875e+02
1.122570571899414062e+02,1.293265533447265625e+02
1.274045410156250000e+02,1.375906372070312500e+02
1.125402450561523438e+02,1.278726501464843750e+02
8.509059906005859375e+01,1.155162048339843750e+02
1.086260604858398438e+02,1.328104858398437500e+02
9.037927246093750000e+01,1.212828521728515625e+02
1.249731521606445312e+02,1.385113067626953125e+02
1.260411071777343750e+02,1.385805053710937500e+02
1.156200790405273438e+02,1.321589355468750000e+02
9.961080169677734375e+01,1.346166687011718750e+02
3.902506256103515625e+01,4.995983123779296875e+01
3.693430709838867188e+01,5.557367706298828125e+01
4.199986648559570312e+01,5.441949462890625000e+01
3.495647430419921875e+01,4.951432800292968750e+01
5.064799118041992188e+01,5.724811172485351562e+01
5.417775344848632812e+01,7.421723937988281250e+01
4.212160110473632812e+01,5.877913665771484375e+01
5.229492187500000000e+01,7.297421264648437500e+01
5.122749710083007812e+01,7.468557739257812500e+01
1.116700439453125000e+02,1.163835449218750000e+02
7.513109588623046875e+01,1.084134445190429688e+02
1.015460815429687500e+02,1.213832778930664062e+02
9.603741455078125000e+01,1.135539550781250000e+02
7.920339202880859375e+01,9.918800354003906250e+01
1.036930465698242188e+02,1.287715148925781250e+02
3.977920532226562500e+01,8.228861999511718750e+01
7.033778381347656250e+01,1.021590881347656250e+02
9.580456542968750000e+01,1.108134155273437500e+02
8.445079040527343750e+01,9.668967437744140625e+01
1.044616012573242188e+02,1.168326721191406250e+02
9.358473968505859375e+01,1.120613403320312500e+02
6.560470581054687500e+01,9.537733459472656250e+01
9.982961273193359375e+01,1.123164520263671875e+02
4.892600631713867188e+01,7.111649322509765625e+01
5.512692260742187500e+01,7.601145935058593750e+01
8.373874664306640625e+01,1.037162933349609375e+02
1.074020004272460938e+02,1.211354904174804688e+02
7.386533355712890625e+01,9.708113861083984375e+01
8.948432159423828125e+01,1.047371749877929688e+02
6.636425781250000000e+01,8.889561462402343750e+01
6.894390106201171875e+01,8.723971557617187500e+01
7.318717193603515625e+01,8.913581848144531250e+01
4.976135253906250000e+01,1.294482727050781250e+02
1.080709838867187500e+02,1.134875183105468750e+02
1.311120986938476562e+01,1.303810214996337891e+01
1.373808765411376953e+01,1.391668510437011719e+01
1.320322704315185547e+01,1.825817871093750000e+01
1.333991527557373047e+01,2.823849868774414062e+01
3.896379470825195312e+01,4.294758987426757812e+01
1.003025436401367188e+02,1.253525390625000000e+02
4.229333877563476562e+01,5.209080123901367188e+01
7.198260498046875000e+01,9.884977722167968750e+01
9.287103271484375000e+01,9.027499389648437500e+01
2.223836517333984375e+01,2.635746765136718750e+01
4.505248641967773438e+01,4.962850952148437500e+01
9.503524017333984375e+01,1.255408096313476562e+02
8.521743011474609375e+01,9.564302062988281250e+01
5.392301559448242188e+01,6.777703094482421875e+01
3.273360824584960938e+01,5.649466705322265625e+01
6.043468093872070312e+01,6.471608734130859375e+01
1.064072341918945312e+02,1.287816467285156250e+02
1.011042556762695312e+02,1.300998229980468750e+02
1.118440322875976562e+02,1.375375366210937500e+02
1.099610519409179688e+02,1.238759155273437500e+02
1.075292739868164062e+02,1.235677642822265625e+02
9.272617340087890625e+01,1.156389007568359375e+02
1.071625595092773438e+02,1.250910873413085938e+02
1.030631484985351562e+02,1.222593994140625000e+02
9.377773284912109375e+01,1.099402084350585938e+02
1.018879928588867188e+02,1.328118591308593750e+02
1.058276596069335938e+02,1.298479614257812500e+02
4.005594253540039062e+01,7.345054626464843750e+01
7.929614257812500000e+01,1.035327606201171875e+02
3.471493911743164062e+01,1.033779602050781250e+02
3.407966232299804688e+01,1.001386108398437500e+02
2.211255836486816406e+01,9.797799682617187500e+01
3.014193534851074219e+01,1.025456466674804688e+02
