ecoli,saureus
6.992271423339843750e+01,1.057007293701171875e+02
9.139296722412109375e+01,1.189393463134765625e+02
6.715251922607421875e+01,9.058874511718750000e+01
9.286636352539062500e+01,1.142635650634765625e+02
7.599588012695312500e+01,1.033422393798828125e+02
6.917900085449218750e+01,1.064516754150390625e+02
7.281031036376953125e+01,1.191576843261718750e+02
9.136624145507812500e+01,1.198061904907226562e+02
8.134473419189453125e+01,1.131730804443359375e+02
7.819210052490234375e+01,1.055950927734375000e+02
8.678484344482421875e+01,1.099362945556640625e+02
7.757156372070312500e+01,1.043551483154296875e+02
6.661613464355468750e+01,9.577302551269531250e+01
7.391504669189453125e+01,1.015579223632812500e+02
7.183527374267578125e+01,9.767845153808593750e+01
9.159912872314453125e+01,1.104137573242187500e+02
4.069741058349609375e+01,9.199782562255859375e+01
7.081997680664062500e+01,8.768684387207031250e+01
8.246083831787109375e+01,1.038916168212890625e+02
1.065831909179687500e+02,1.190161895751953125e+02
8.634372711181640625e+01,1.095992965698242188e+02
8.433750152587890625e+01,1.021378784179687500e+02
7.075577545166015625e+01,9.824330139160156250e+01
8.808266448974609375e+01,1.088613739013671875e+02
6.757007598876953125e+01,1.015029754638671875e+02
1.056130905151367188e+02,1.176235351562500000e+02
5.795949172973632812e+01,9.544763183593750000e+01
6.639601898193359375e+01,9.824783325195312500e+01
9.829038238525390625e+01,1.137056579589843750e+02
7.288504791259765625e+01,1.088160858154296875e+02
7.338384246826171875e+01,1.017295074462890625e+02
7.416149139404296875e+01,1.015019836425781250e+02
1.048345108032226562e+02,1.182901687622070312e+02
1.031689071655273438e+02,1.197909240722656250e+02
3.209896469116210938e+01,8.127570343017578125e+01
4.678769302368164062e+01,8.338593292236328125e+01
8.562005615234375000e+01,1.097550964355468750e+02
4.549499511718750000e+01,1.000402374267578125e+02
6.907617950439453125e+01,1.053861465454101562e+02
7.539400482177734375e+01,1.179520263671875000e+02
9.039968109130859375e+01,1.157455749511718750e+02
4.180263137817382812e+01,8.507387542724609375e+01
3.096686744689941406e+01,7.707397460937500000e+01
3.693090438842773438e+01,7.888142395019531250e+01
5.728739547729492188e+01,1.054344177246093750e+02
4.210319900512695312e+01,8.756344604492187500e+01
8.499080657958984375e+01,1.144262695312500000e+02
4.331291198730468750e+01,8.660958862304687500e+01
9.621552276611328125e+01,1.220983200073242188e+02
6.358137893676757812e+01,1.020346374511718750e+02
6.524520111083984375e+01,1.020678100585937500e+02
4.631993484497070312e+01,9.350627136230468750e+01
4.652790832519531250e+01,9.215491485595703125e+01
4.563768386840820312e+01,9.595149993896484375e+01
1.110157241821289062e+02,1.269561920166015625e+02
7.681273651123046875e+01,1.108848800659179688e+02
4.714641189575195312e+01,9.185519409179687500e+01
6.127656936645507812e+01,1.056683197021484375e+02
8.141844940185546875e+01,1.108365020751953125e+02
7.769173431396484375e+01,1.093688583374023438e+02
7.197080230712890625e+01,1.108887405395507812e+02
7.488281250000000000e+01,1.118154907226562500e+02
9.313632965087890625e+01,1.243062133789062500e+02
9.020027923583984375e+01,1.163813934326171875e+02
6.486709594726562500e+01,1.019381713867187500e+02
5.595423507690429688e+01,9.869863891601562500e+01
7.846765899658203125e+01,1.092891387939453125e+02
5.655691528320312500e+01,9.869903564453125000e+01
7.023364257812500000e+01,1.027621307373046875e+02
5.671590042114257812e+01,9.910974121093750000e+01
1.103045425415039062e+02,1.282304077148437500e+02
1.050094223022460938e+02,1.222411804199218750e+02
5.976434326171875000e+01,9.191760253906250000e+01
7.860193634033203125e+01,9.364600372314453125e+01
7.503512573242187500e+01,9.942760467529296875e+01
4.346417236328125000e+01,7.785563659667968750e+01
8.560220336914062500e+01,1.113727645874023438e+02
4.884168624877929688e+01,9.015388488769531250e+01
9.662380218505859375e+01,1.175313262939453125e+02
1.021782455444335938e+02,1.153688964843750000e+02
8.859369659423828125e+01,1.148485870361328125e+02
6.835878753662109375e+01,1.017612304687500000e+02
1.081366882324218750e+02,1.214994506835937500e+02
1.373977508544921875e+02,1.363253021240234375e+02
9.580496978759765625e+01,1.079626159667968750e+02
1.111876220703125000e+02,1.135409774780273438e+02
9.447708892822265625e+01,1.199840393066406250e+02
7.649468994140625000e+01,1.226682281494140625e+02
1.400907440185546875e+02,1.386308288574218750e+02
1.427468719482421875e+02,1.358507080078125000e+02
1.368397674560546875e+02,1.385946807861328125e+02
1.403833770751953125e+02,1.408954162597656250e+02
1.394895629882812500e+02,1.391404418945312500e+02
1.290679321289062500e+02,1.365901794433593750e+02
4.947894287109375000e+01,9.962391662597656250e+01
6.603591156005859375e+01,1.020217742919921875e+02
9.042138671875000000e+01,1.063087158203125000e+02
9.149426269531250000e+01,1.101702423095703125e+02
