ecoli,saureus
8.504689025878906250e+01,1.106590118408203125e+02
6.567855072021484375e+01,1.064904479980468750e+02
8.244325256347656250e+01,1.080192337036132812e+02
7.408629608154296875e+01,1.027683334350585938e+02
8.499816131591796875e+01,1.081358718872070312e+02
7.582571411132812500e+01,1.040908203125000000e+02
8.141796112060546875e+01,1.079538116455078125e+02
5.928638839721679688e+01,9.342420959472656250e+01
7.480925750732421875e+01,1.034599304199218750e+02
7.535776519775390625e+01,1.065714721679687500e+02
7.583031463623046875e+01,1.067205047607421875e+02
7.009880065917968750e+01,1.020936889648437500e+02
9.789791107177734375e+01,1.141612701416015625e+02
5.795949172973632812e+01,9.544763183593750000e+01
8.817618560791015625e+01,1.090611648559570312e+02
8.519274902343750000e+01,1.104075164794921875e+02
3.645697784423828125e+01,7.882655334472656250e+01
6.640261077880859375e+01,1.115281982421875000e+02
9.631832122802734375e+01,1.274201965332031250e+02
5.445373535156250000e+01,1.000558471679687500e+02
5.497532653808593750e+01,9.969183349609375000e+01
5.549748611450195312e+01,1.000129547119140625e+02
5.369694137573242188e+01,1.003330688476562500e+02
6.670478820800781250e+01,1.044545516967773438e+02
5.744238281250000000e+01,9.989833068847656250e+01
5.748643875122070312e+01,9.952199554443359375e+01
4.479405212402343750e+01,8.797894287109375000e+01
5.988203048706054688e+01,9.751031494140625000e+01
5.481614303588867188e+01,1.038330001831054688e+02
7.955634307861328125e+01,1.113643417358398438e+02
4.758423995971679688e+01,9.526144409179687500e+01
5.165140151977539062e+01,9.629833984375000000e+01
4.122254943847656250e+01,8.616316223144531250e+01
4.500301742553710938e+01,8.667208862304687500e+01
8.194934844970703125e+01,1.095799942016601562e+02
8.844161224365234375e+01,1.143050384521484375e+02
6.178397750854492188e+01,1.122800750732421875e+02
6.433972930908203125e+01,1.114149017333984375e+02
6.292979431152343750e+01,1.122764434814453125e+02
6.469067382812500000e+01,1.052187576293945312e+02
6.514623260498046875e+01,1.068938827514648438e+02
7.919812011718750000e+01,1.107883758544921875e+02
6.858931732177734375e+01,1.067038879394531250e+02
6.876689910888671875e+01,1.075376129150390625e+02
8.031115722656250000e+01,1.100809783935546875e+02
5.121803283691406250e+01,9.732463073730468750e+01
5.433135986328125000e+01,9.688386535644531250e+01
6.845729064941406250e+01,1.012912139892578125e+02
7.094419097900390625e+01,1.038262863159179688e+02
9.124605560302734375e+01,1.158735046386718750e+02
8.304543304443359375e+01,1.119741668701171875e+02
7.023364257812500000e+01,1.027621307373046875e+02
1.347999725341796875e+02,1.373919067382812500e+02
1.323387298583984375e+02,1.359181518554687500e+02
1.381042633056640625e+02,1.392903747558593750e+02
1.374953765869140625e+02,1.398372497558593750e+02
6.986307525634765625e+01,8.159712219238281250e+01
6.920314788818359375e+01,8.222175598144531250e+01
3.606846237182617188e+01,6.690332031250000000e+01
3.647835922241210938e+01,6.851468658447265625e+01
4.365077590942382812e+01,7.032528686523437500e+01
5.619114685058593750e+01,8.052542114257812500e+01
5.102410507202148438e+01,7.568484497070312500e+01
4.440515136718750000e+01,7.172309875488281250e+01
1.000805892944335938e+02,1.226400146484375000e+02
1.148173446655273438e+02,1.306017608642578125e+02
7.340105438232421875e+01,1.157909011840820312e+02
3.176721954345703125e+01,4.952048492431640625e+01
7.111705780029296875e+01,1.184139556884765625e+02
9.414713287353515625e+01,1.318095550537109375e+02
1.007382202148437500e+02,1.320235137939453125e+02
1.059563980102539062e+02,1.317530212402343750e+02
1.097593078613281250e+02,1.339315795898437500e+02
1.143505477905273438e+02,1.336522064208984375e+02
1.043600463867187500e+02,1.339384613037109375e+02
1.031981811523437500e+02,1.354710540771484375e+02
1.097930297851562500e+02,1.356698455810546875e+02
1.194758682250976562e+02,1.370163421630859375e+02
1.135412902832031250e+02,1.378536529541015625e+02
1.261870422363281250e+02,1.385768432617187500e+02
1.141647949218750000e+02,1.322211608886718750e+02
1.150621948242187500e+02,1.344631347656250000e+02
1.115110702514648438e+02,1.351199645996093750e+02
1.007866287231445312e+02,1.316403045654296875e+02
1.036753921508789062e+02,1.357697143554687500e+02
9.943424224853515625e+01,1.317417297363281250e+02
1.104054336547851562e+02,1.343844757080078125e+02
1.165840682983398438e+02,1.360886535644531250e+02
9.344314575195312500e+01,1.283396148681640625e+02
1.100915908813476562e+02,1.348389892578125000e+02
1.212298889160156250e+02,1.373944396972656250e+02
4.156519699096679688e+01,8.665725708007812500e+01
4.530535507202148438e+01,9.129869079589843750e+01
3.840892410278320312e+01,8.415364074707031250e+01
4.468138504028320312e+01,8.958959960937500000e+01
5.906132888793945312e+01,9.851394653320312500e+01
3.364605331420898438e+01,6.795561981201171875e+01
5.141976928710937500e+01,7.960842895507812500e+01
3.855373001098632812e+01,7.211500549316406250e+01
3.440088272094726562e+01,7.061669158935546875e+01
4.258740997314453125e+01,7.742346191406250000e+01
3.362420272827148438e+01,7.009144592285156250e+01
5.708798217773437500e+01,8.349590301513671875e+01
1.063584594726562500e+02,1.089591674804687500e+02
9.076062011718750000e+01,1.060548858642578125e+02
9.408020019531250000e+01,1.036778564453125000e+02
9.959539794921875000e+01,1.059376373291015625e+02
9.808633422851562500e+01,1.058447723388671875e+02
9.643686676025390625e+01,1.102252960205078125e+02
8.141463470458984375e+01,1.060963211059570312e+02
4.169073486328125000e+01,8.368160247802734375e+01
1.391589202880859375e+02,1.382024688720703125e+02
1.392447357177734375e+02,1.375352630615234375e+02
1.379381866455078125e+02,1.373223571777343750e+02
1.380355682373046875e+02,1.373747253417968750e+02
1.387707366943359375e+02,1.363421020507812500e+02
1.377873229980468750e+02,1.383755798339843750e+02
1.387259979248046875e+02,1.379598388671875000e+02
1.400285491943359375e+02,1.369028778076171875e+02
1.399769287109375000e+02,1.357582092285156250e+02
1.390738677978515625e+02,1.356117858886718750e+02
1.389368896484375000e+02,1.369697418212890625e+02
1.405550384521484375e+02,1.356721191406250000e+02
1.389747619628906250e+02,1.350303192138671875e+02
1.405299224853515625e+02,1.364240722656250000e+02
1.390122070312500000e+02,1.361933898925781250e+02
1.379594421386718750e+02,1.395115356445312500e+02
1.392126007080078125e+02,1.348932037353515625e+02
1.395538177490234375e+02,1.352074890136718750e+02
1.393304595947265625e+02,1.363940734863281250e+02
1.401887512207031250e+02,1.376654357910156250e+02
1.381935119628906250e+02,1.346877593994140625e+02
1.381070404052734375e+02,1.364275512695312500e+02
1.380104370117187500e+02,1.328166961669921875e+02
1.391468811035156250e+02,1.342487487792968750e+02
1.382208557128906250e+02,1.347268371582031250e+02
1.389462280273437500e+02,1.360444335937500000e+02
1.391883850097656250e+02,1.360673522949218750e+02
1.379070739746093750e+02,1.376557006835937500e+02
1.158154907226562500e+02,1.221943740844726562e+02
1.213964309692382812e+02,1.296694946289062500e+02
1.264859085083007812e+02,1.298208923339843750e+02
1.227867202758789062e+02,1.332545318603515625e+02
1.097696533203125000e+02,1.192933502197265625e+02
1.167348632812500000e+02,1.229835357666015625e+02
1.229681777954101562e+02,1.320923156738281250e+02
1.064959945678710938e+02,1.255755157470703125e+02
1.230454025268554688e+02,1.321803894042968750e+02
1.152019882202148438e+02,1.243554229736328125e+02
1.191893386840820312e+02,1.259482269287109375e+02
1.164483871459960938e+02,1.290501708984375000e+02
1.175090866088867188e+02,1.219289703369140625e+02
1.246205215454101562e+02,1.290176086425781250e+02
1.256801376342773438e+02,1.298703460693359375e+02
1.232257461547851562e+02,1.313584594726562500e+02
1.257433547973632812e+02,1.298262023925781250e+02
1.277593154907226562e+02,1.322836456298828125e+02
1.260969467163085938e+02,1.331713867187500000e+02
1.289219512939453125e+02,1.318285827636718750e+02
1.149281616210937500e+02,1.224414901733398438e+02
1.207358322143554688e+02,1.250328063964843750e+02
1.191494140625000000e+02,1.245095214843750000e+02
1.177046508789062500e+02,1.220776138305664062e+02
1.115583267211914062e+02,1.189981994628906250e+02
1.238469619750976562e+02,1.267447662353515625e+02
1.218851013183593750e+02,1.240947952270507812e+02
1.165488052368164062e+02,1.213661270141601562e+02
1.093954086303710938e+02,1.175996704101562500e+02
1.320713500976562500e+02,1.347120361328125000e+02
1.209068527221679688e+02,1.287685852050781250e+02
1.275443801879882812e+02,1.332623291015625000e+02
1.236593017578125000e+02,1.318339538574218750e+02
1.337283477783203125e+02,1.375504913330078125e+02
1.268077392578125000e+02,1.337420654296875000e+02
1.130026245117187500e+02,1.242945404052734375e+02
1.217266845703125000e+02,1.275996398925781250e+02
1.270955886840820312e+02,1.324401397705078125e+02
1.274505081176757812e+02,1.328242492675781250e+02
1.270661392211914062e+02,1.339496765136718750e+02
1.266705551147460938e+02,1.332312011718750000e+02
1.307735137939453125e+02,1.350437011718750000e+02
1.253781127929687500e+02,1.287559204101562500e+02
1.237721176147460938e+02,1.294881591796875000e+02
1.285773162841796875e+02,1.315722961425781250e+02
1.254641799926757812e+02,1.310059204101562500e+02
1.151551284790039062e+02,1.228283843994140625e+02
1.240754776000976562e+02,1.300574645996093750e+02
1.161565170288085938e+02,1.284354553222656250e+02
1.267715454101562500e+02,1.321036987304687500e+02
1.211894302368164062e+02,1.280100250244140625e+02
1.237955932617187500e+02,1.298724975585937500e+02
1.233834533691406250e+02,1.289887084960937500e+02
1.187385559082031250e+02,1.267966995239257812e+02
1.257551040649414062e+02,1.301347808837890625e+02
1.225205078125000000e+02,1.279482345581054688e+02
1.199384155273437500e+02,1.253708648681640625e+02
1.264463272094726562e+02,1.306625976562500000e+02
1.237750625610351562e+02,1.292481384277343750e+02
1.287201538085937500e+02,1.314871826171875000e+02
1.303603973388671875e+02,1.346765136718750000e+02
1.189368591308593750e+02,1.244890441894531250e+02
1.279565811157226562e+02,1.311593322753906250e+02
1.279070205688476562e+02,1.313455657958984375e+02
1.310545806884765625e+02,1.345239562988281250e+02
1.220807571411132812e+02,1.275181579589843750e+02
1.288673858642578125e+02,1.309056396484375000e+02
1.279603042602539062e+02,1.309982910156250000e+02
1.144612045288085938e+02,1.220372314453125000e+02
1.227851181030273438e+02,1.290844421386718750e+02
1.279336547851562500e+02,1.344096069335937500e+02
1.288509826660156250e+02,1.315743865966796875e+02
1.224574966430664062e+02,1.265139923095703125e+02
1.266396255493164062e+02,1.292887878417968750e+02
1.200171203613281250e+02,1.312461242675781250e+02
1.267936019897460938e+02,1.309077606201171875e+02
1.282910308837890625e+02,1.298082580566406250e+02
1.278945617675781250e+02,1.297592468261718750e+02
1.234286499023437500e+02,1.270970458984375000e+02
1.266475830078125000e+02,1.289681091308593750e+02
1.313215484619140625e+02,1.312523498535156250e+02
1.334774017333984375e+02,1.352062377929687500e+02
1.350113983154296875e+02,1.361962585449218750e+02
1.312567291259765625e+02,1.334423370361328125e+02
1.326730041503906250e+02,1.344771423339843750e+02
1.234182357788085938e+02,1.268713760375976562e+02
1.326168365478515625e+02,1.325886077880859375e+02
1.317833099365234375e+02,1.319189453125000000e+02
1.264318618774414062e+02,1.286114807128906250e+02
1.292442169189453125e+02,1.302594299316406250e+02
1.293468627929687500e+02,1.302449035644531250e+02
1.274351425170898438e+02,1.300675964355468750e+02
1.301822052001953125e+02,1.336535339355468750e+02
1.309493560791015625e+02,1.353746032714843750e+02
1.314663696289062500e+02,1.347049865722656250e+02
1.236957015991210938e+02,1.306172180175781250e+02
1.282820434570312500e+02,1.326648254394531250e+02
1.352478790283203125e+02,1.363209228515625000e+02
1.270204544067382812e+02,1.302739410400390625e+02
1.276853027343750000e+02,1.322109375000000000e+02
1.347411041259765625e+02,1.374458312988281250e+02
1.334375610351562500e+02,1.351152191162109375e+02
1.318516998291015625e+02,1.341586608886718750e+02
1.365861663818359375e+02,1.387004241943359375e+02
1.343659515380859375e+02,1.353760375976562500e+02
1.360656738281250000e+02,1.370745544433593750e+02
1.332184600830078125e+02,1.346553649902343750e+02
1.304030609130859375e+02,1.334130859375000000e+02
1.332820281982421875e+02,1.351304626464843750e+02
1.208824691772460938e+02,1.217233581542968750e+02
1.193395309448242188e+02,1.207698669433593750e+02
1.285848541259765625e+02,1.277669677734375000e+02
1.328678436279296875e+02,1.290454101562500000e+02
1.277175598144531250e+02,1.272023315429687500e+02
